Id,SalePrice
1461,115260.08255582495
1462,162929.2018031426
1463,182078.19389446665
1464,191246.19129538583
1465,199570.47557736063
1466,171471.0597270251
1467,164508.45567698398
1468,162126.00060010215
1469,187260.155145182
1470,120214.7912829511
1471,195779.44461379058
1472,94210.4791348785
1473,92733.56922847613
1474,150744.1947284812
1475,120099.58330925714
1476,369209.5241561606
1477,251883.96104174282
1478,294159.1260201012
1479,292092.41401460243
1480,479214.4987233797
1481,332054.48049700574
1482,217153.70421404036
1483,177885.27402627715
1484,165163.80340155138
1485,183883.59388449235
1486,195578.02243590253
1487,337511.6550315993
1488,226970.51911108513
1489,207519.09269409813
1490,219289.15607165062
1491,195461.94743849454
1492,96495.01111811545
1493,201098.87785884851
1494,309259.2111905549
1495,290701.4736058483
1496,226455.65956784014
1497,186082.95153916316
1498,167558.27715204933
1499,160203.0594850609
1500,155612.72184557962
1501,175379.7723579468
1502,150205.5022929699
1503,282853.8614205012
1504,248639.12586453694
1505,224110.13404654214
1506,186008.8351173265
1507,253468.02101084834
1508,206328.60027689478
1509,159405.16294405877
1510,143644.17389791284
1511,147818.9406659034
1512,164653.15084125314
1513,153437.14716506557
1514,155812.1958068831
1515,185052.05392860246
1516,154206.8813522295
1517,162569.51378896477
1518,133543.22993858095
1519,207660.65803582867
1520,133436.81662267007
1521,133280.30151682402
1522,176103.9590893426
1523,110713.23823216144
1524,117281.32537555964
1525,119554.43950737095
1526,127771.31677934474
1527,98353.5427638262
1528,134994.04299315155
1529,139775.50861394752
1530,166502.40070267368
1531,110178.89789730652
1532,98996.39869030175
1533,147149.47198166803
1534,109331.2746834858
1535,147050.4287202662
1536,108780.14638265032
1537,73876.82747220641
1538,153108.90666674278
1539,190031.62898889382
1540,108694.15820529466
1541,138687.4152785342
1542,137737.5462488074
1543,182328.91513927284
1544,85333.7810263241
1545,120808.25309236607
1546,136483.72857218856
1547,142389.5595882409
1548,131943.92068502697
1549,112311.65195570719
1550,141163.2356156864
1551,122996.36277773618
1552,132367.86617079805
1553,132645.39085540018
1554,112512.89133249088
1555,179651.82505572977
1556,100049.30234190922
1557,104796.99168558989
1558,96757.28368598156
1559,107154.26679200103
1560,150373.8069708163
1561,122250.39339725983
1562,125584.56420371808
1563,121937.52165109667
1564,161103.066460732
1565,158275.72958875788
1566,220828.81585823474
1567,76878.54101061642
1568,223530.40577265844
1569,137166.33088027703
1570,136295.02781559265
1571,125314.80241496758
1572,132645.5640346863
1573,242711.36568834793
1574,127877.52256784761
1575,228558.76120922028
1576,214011.42637226626
1577,184836.34471624414
1578,138608.41118184637
1579,145088.1520348082
1580,194132.54615566524
1581,151228.47572889389
1582,125574.02518057673
1583,293951.43736635183
1584,222971.07826372772
1585,142030.62803658034
1586,61303.34184202922
1587,106402.03896353206
1588,145399.0836760871
1589,94906.48576226928
1590,129811.70514128622
1591,93457.1782476318
1592,101901.32864336032
1593,121197.0971270387
1594,130100.35224313811
1595,129763.41627283742
1596,233178.08410648708
1597,184477.03942902287
1598,200869.97781650317
1599,179623.2521957528
1600,184365.2953747986
1601,75362.23026878512
1602,117317.86955679576
1603,88671.57521022421
1604,261044.3706700978
1605,251956.44173232032
1606,166249.07840848967
1607,161670.94661744032
1608,204228.01396387132
1609,189232.3471433997
1610,149396.08470583145
1611,146654.49186968838
1612,161169.88646662424
1613,151717.22137804603
1614,119922.11244055086
1615,82456.94566872423
1616,80857.06204744295
1617,85721.9395703155
1618,117795.72128273522
1619,137327.11996892377
1620,176689.77368916105
1621,137294.8592681991
1622,143819.88559804254
1623,295035.3250424575
1624,216911.99176295815
1625,120949.42954746832
1626,160210.60836281782
1627,188694.0520919885
1628,284171.9438052426
1629,180880.24025734214
1630,361159.8821434377
1631,222319.99726997578
1632,256887.7835674516
1633,170810.0421939412
1634,182282.33327192662
1635,187888.49192836904
1636,158145.5306838892
1637,183266.99841077783
1638,203323.50135832562
1639,173561.04376561192
1640,253695.4371769543
1641,178886.5440572289
1642,242316.13482184513
1643,231119.62378946348
1644,241371.28913020718
1645,181384.9519093739
1646,164817.10132483506
1647,157632.46146818955
1648,128897.70377882717
1649,133284.56062940866
1650,115006.57327266032
1651,109089.10868218022
1652,96675.97273511467
1653,97774.36885716883
1654,146567.81619079396
1655,145200.94095888088
1656,145665.55383031914
1657,148075.49229255936
1658,144937.75878615704
1659,117611.63672960964
1660,150280.52657350278
1661,459016.20946910686
1662,418152.6734602533
1663,372649.8630474533
1664,531252.6787578093
1665,287125.6945139826
1666,327094.5753773449
1667,402141.5138122437
1668,329972.0135911526
1669,308604.9754141919
1670,337169.09385684563
1671,247422.7331948605
1672,441268.03063604224
1673,292339.32072127354
1674,236161.06304047542
1675,193594.8985870599
1676,194460.81152207087
1677,217675.2784772373
1678,491982.93818520464
1679,378653.695562733
1680,350672.7533109089
1681,240533.7344303078
1682,313100.36227276915
1683,175810.1686188258
1684,176927.6626744516
1685,178843.60563465304
1686,172728.1517687147
1687,174062.48088140026
1688,190434.96810172763
1689,196037.9720021736
1690,200766.2808034719
1691,187773.4928283844
1692,267479.679998814
1693,179980.75726480148
1694,183023.19473608106
1695,159613.60222405923
1696,273459.85241444176
1697,160292.00700282704
1698,356702.99617934827
1699,330959.0149853125
1700,250112.1166878026
1701,279569.9955637938
1702,249058.26961997262
1703,249899.4575187917
1704,283034.9871480547
1705,238751.94220945323
1706,462560.9276549003
1707,213173.72843175038
1708,194620.8177659917
1709,267527.22454482515
1710,220047.79817366076
1711,265849.4997005763
1712,239019.19141695922
1713,260679.58405217313
1714,229116.8805289249
1715,213477.29838633063
1716,180509.03829700107
1717,172419.16043191342
1718,133436.95679160632
1719,203559.9042018724
1720,248378.72379444432
1721,167141.15866246246
1722,129014.94561457976
1723,161217.29915588896
1724,213066.49021109464
1725,245274.58532811297
1726,187245.8160856027
1727,154628.8175944069
1728,189395.96116596583
1729,153170.67393750104
1730,153858.0880330701
1731,123357.82271724002
1732,120316.70560278391
1733,104110.76837189736
1734,124594.76506087004
1735,128079.87255219494
1736,116653.24303449233
1737,315045.19394077547
1738,222837.96512279575
1739,256732.2453348665
1740,208456.15956999967
1741,184598.62235114977
1742,175989.40034162227
1743,185907.8943313173
1744,291788.2963574312
1745,209178.94724051384
1746,220851.9573986201
1747,224629.0613157397
1748,223009.75681837968
1749,157551.06890072481
1750,142905.79824638946
1751,244968.92571998545
1752,113709.72795546474
1753,136782.40925762875
1754,206333.53358601118
1755,179034.89343388303
1756,121412.55871838138
1757,118030.56021979073
1758,141058.0170663919
1759,167115.8744173675
1760,159470.50879847564
1761,151668.40797896043
1762,168414.1054470834
1763,184513.13163027933
1764,122161.97633671407
1765,170662.4079490707
1766,178018.3793168303
1767,202313.62564872188
1768,138420.98643802028
1769,167753.67113858619
1770,145819.05360072482
1771,129372.7983674317
1772,145483.84875181792
1773,136384.11676709627
1774,147599.98259435236
1775,134820.47097815038
1776,120380.37183634832
1777,107989.78213580407
1778,136829.4693127737
1779,113136.97070341241
1780,177620.95354698048
1781,122077.76993737975
1782,85186.90887847023
1783,132034.65593050554
1784,93033.93205429282
1785,118916.05586863183
1786,159843.5058162373
1787,149216.45589710685
1788,57253.43915188435
1789,92866.87770766261
1790,75661.7530631177
1791,184637.81458820106
1792,140095.85212644102
1793,147802.01839646886
1794,145295.83598509693
1795,133091.43889725112
1796,122830.61278781934
1797,117360.15839692275
1798,117119.20733990082
1799,113370.75558791432
1800,129324.43365783931
1801,125260.6509329626
1802,139710.3023374007
1803,149526.963586129
1804,146344.84187582746
1805,134053.85296208385
1806,117224.37329950662
1807,142062.22706642575
1808,116832.17861920565
1809,110817.3143464221
1810,137780.05388039444
1811,84314.45518029605
1812,93533.3605508479
1813,114888.95192968386
1814,92437.48397377376
1815,52605.97055599249
1816,95209.08716422127
1817,122631.93244812121
1818,160799.72262404932
1819,125473.81587728577
1820,77556.13292517628
1821,117876.4708697978
1822,139975.46043425598
1823,60961.61832984122
1824,128273.61020918335
1825,127990.4418924299
1826,109631.50028592309
1827,109014.92898778818
1828,133486.33857000203
1829,136247.2600452309
1830,140395.0950896987
1831,146842.77236645247
1832,104674.0411660862
1833,145849.60263538192
1834,126652.22453969835
1835,122684.78659000933
1836,127082.13357190516
1837,103981.81000674052
1838,132607.4021967275
1839,80069.60744135396
1840,155052.1310466876
1841,151451.06364151585
1842,97570.23551570567
1843,136435.2946008274
1844,127561.41503503898
1845,150243.64538829908
1846,157952.34564740473
1847,169800.9875877556
1848,47018.444926841585
1849,108447.2330377327
1850,115691.51468859398
1851,161587.12125435268
1852,120417.12652798869
1853,133877.07799577
1854,175360.99918551592
1855,170527.38002184965
1856,221193.53233338305
1857,143958.63721655039
1858,138039.7237806837
1859,124701.56860525304
1860,165720.73254174602
1861,124141.64038102826
1862,315141.92989278113
1863,305934.6092301558
1864,306008.9463399503
1865,330806.00669334416
1866,330512.57968623325
1867,224412.45206662882
1868,296938.2500901369
1869,198658.2410761821
1870,225041.93232606645
1871,249669.12572770086
1872,176424.91739153894
1873,234662.9893494297
1874,132299.3332371922
1875,202853.25288147217
1876,195468.80153565615
1877,209749.54835360125
1878,208998.81017267346
1879,132072.9557465149
1880,129175.69209797199
1881,236664.0149364982
1882,251388.98677935931
1883,191567.86471223528
1884,203354.10720721394
1885,254854.4630763924
1886,292329.4480377932
1887,207665.47391572056
1888,266373.55943864875
1889,168374.31437725338
1890,118499.47311813093
1891,131601.25508404753
1892,96239.08063518963
1893,135044.68253996782
1894,120250.60408880202
1895,145096.3689672153
1896,127439.36598557244
1897,127993.94987896727
1898,124282.93594780381
1899,140430.36364674877
1900,139332.83656026304
1901,171135.20639041273
1902,144399.7604510628
1903,219773.3299309507
1904,140717.63439562675
1905,180161.89044117279
1906,146596.39082547615
1907,206131.12217673782
1908,105844.53146406429
1909,135510.69764516564
1910,118522.24759472361
1911,194213.51628547322
1912,285782.00856857374
1913,148912.76467947444
1914,68976.41547764931
1915,310352.7993279071
1916,62887.42779834012
1917,259618.20945149803
1918,142535.64234653264
1919,178417.16669050552
1920,154088.00981444697
1921,375315.8758207472
1922,322957.16410821275
1923,209856.6328468743
1924,249664.4837766715
1925,211462.64184882358
1926,367494.8685448932
1927,132678.02338167987
1928,161153.1422617659
1929,123390.67778513096
1930,132798.11404621985
1931,137050.06902490632
1932,139461.81378346056
1933,176000.88565445642
1934,179998.37018733236
1935,169304.02505441106
1936,192468.17424165222
1937,184344.531784606
1938,178933.2482412509
1939,259658.33194505447
1940,185761.25852162993
1941,173227.25524013484
1942,188618.53385311447
1943,225006.87578351086
1944,361301.12162885425
1945,389302.7783074268
1946,162579.91662084052
1947,348391.019543708
1948,187914.40262700318
1949,244837.43216414406
1950,180028.21786981856
1951,254444.38065607555
1952,228747.05801717067
1953,174993.83925978903
1954,188433.75235927667
1955,134611.51218823818
1956,318146.21247657295
1957,155464.3420280281
1958,301276.4985036886
1959,147507.49664447358
1960,108092.42546112151
1961,123485.6000005288
1962,95531.71606996185
1963,100699.11576988407
1964,105175.22715121365
1965,141984.84582516784
1966,130344.25140070841
1967,293204.7077756528
1968,429149.5701612649
1969,397542.0993350713
1970,456783.91586463165
1971,459682.90075286385
1972,370074.1529344837
1973,274593.3659677123
1974,317551.51466152986
1975,495562.47077074996
1976,271839.2291139177
1977,352541.63573551044
1978,365843.7900672957
1979,351162.16230665636
1980,207804.6209085071
1981,346263.02622950106
1982,224963.60210309926
1983,210297.99304108808
1984,169319.4796565094
1985,212897.7676809336
1986,206710.0178523321
1987,184418.46102701116
1988,179026.90571793268
1989,191450.02666917042
1990,209459.24710753723
1991,229706.94667752262
1992,211007.37433399743
1993,170200.6424702298
1994,239555.19918894724
1995,180032.97798328166
1996,259029.90491081873
1997,314797.90113139804
1998,310797.0225831062
1999,274434.1071746504
2000,291130.46450826764
2001,274517.16727670986
2002,248695.2785510048
2003,260696.54983095697
2004,290488.0428625136
2005,230504.92071208495
2006,227987.7769826487
2007,245645.6374395334
2008,218874.8166971304
2009,196707.13363398676
2010,196020.0094075623
2011,142697.9338724086
2012,179743.19261600202
2013,185529.8155008174
2014,194716.731287312
2015,216069.17180433354
2016,191869.73014019465
2017,199261.28707928827
2018,128383.20423749513
2019,120908.43436496527
2020,105657.44883717105
2021,112514.71495329995
2022,185351.22707091382
2023,149945.80456870463
2024,273796.2406524342
2025,367566.1998457373
2026,176882.88119740874
2027,157816.7610361388
2028,158346.52281053748
2029,164754.93332720952
2030,278629.4603354891
2031,230953.07314141095
2032,254313.32285118403
2033,269490.94433870836
2034,173648.02579358654
2035,214077.29883786614
2036,206735.08832491757
2037,209121.0665978271
2038,310603.22827513434
2039,232251.21678804207
2040,361570.52681392065
2041,278517.4897876184
2042,196486.8437671465
2043,169439.01394460624
2044,170417.32159202552
2045,211682.14417479714
2046,148644.52398909142
2047,145368.82954661257
2048,131273.24107645013
2049,140255.08542905818
2050,177632.41749987254
2051,101290.9069716783
2052,126762.9213969723
2053,140183.36822095505
2054,88358.48982771588
2055,148377.55426689077
2056,138953.76768880576
2057,121599.67395429059
2058,209630.2861953865
2059,142006.93657674541
2060,149925.87046965686
2061,176831.1889534771
2062,129294.37562291182
2063,119563.06438829919
2064,133613.84855331478
2065,114898.3233037912
2066,166901.04508300108
2067,134926.59954923845
2068,139658.9140773359
2069,78859.45633491421
2070,100107.80820600758
2071,89625.79971353669
2072,137577.89736821948
2073,133999.13007482252
2074,174418.91445642253
2075,140885.7942826035
2076,112394.6903127734
2077,147456.16338553565
2078,123839.25125506602
2079,139503.18350934619
2080,115152.68223241108
2081,126660.24488909669
2082,112213.58122917904
2083,144349.78127996493
2084,102763.2905082648
2085,117435.99159181917
2086,123314.14931452878
2087,117062.5313114224
2088,92326.08763073174
2089,90408.50545975144
2090,125880.98615433947
2091,109304.65915495763
2092,120560.58216708557
2093,124268.80179803139
2094,111703.74960610538
2095,147956.0168115932
2096,82002.85043948049
2097,92946.83578969791
2098,136133.25768418092
2099,58840.812060853204
2100,94908.96369329999
2101,110084.1355226308
2102,133271.64820238066
2103,95559.26444261194
2104,136848.52532858346
2105,117783.03731213427
2106,73341.20418708911
2107,198062.03262047475
2108,106782.59767026432
2109,101407.43530465876
2110,125641.51167780416
2111,164138.73705310147
2112,141959.76256844678
2113,126444.20557183822
2114,118545.14456436365
2115,161686.88023554778
2116,116457.71173568848
2117,143071.99239218383
2118,133073.26491731827
2119,115967.64234403551
2120,116445.53051175286
2121,96993.49983888933
2122,116867.80673365074
2123,81823.28274773216
2124,183879.71609288282
2125,135791.72942829243
2126,169502.72246168696
2127,142022.3435454979
2128,132095.69851448678
2129,101470.3163242129
2130,141420.08710836936
2131,150552.00135481873
2132,122138.18825267654
2133,115655.83927431413
2134,123356.93659653903
2135,96306.47325488775
2136,78987.8599320406
2137,107706.85331731338
2138,139788.06355810023
2139,151709.82292466378
2140,133216.1636880175
2141,142267.41074848032
2142,123615.1985188872
2143,141815.8111770566
2144,114899.97354868407
2145,129905.70974483
2146,164679.3835145114
2147,171593.4405477621
2148,132124.72582519223
2149,136505.1983228523
2150,210683.2854988852
2151,116095.22692534597
2152,160350.00089926625
2153,148693.20205108225
2154,100632.92756260908
2155,135210.2904205736
2156,250114.48816531088
2157,222712.8819748691
2158,244010.18357530743
2159,214166.92055091812
2160,186201.00062273635
2161,239042.15126660277
2162,390718.0674799263
2163,354006.0503545959
2164,252731.94763164088
2165,196635.03851741055
2166,138532.8528405215
2167,223379.2230618638
2168,203068.4730703429
2169,200669.37779282665
2170,220454.41259706605
2171,150181.28042047404
2172,137124.05274232873
2173,154395.86617868545
2174,226376.20533376184
2175,292070.46046671685
2176,313029.14745421667
2177,238449.86485953917
2178,223714.69798004063
2179,140568.11335531386
2180,228606.67623343098
2181,195180.4326054689
2182,209684.21802521878
2183,196650.09441092922
2184,121177.59309865572
2185,134179.25445829338
2186,140540.9568831238
2187,148450.2813316384
2188,147538.0662065292
2189,251907.6751922349
2190,75844.55894885593
